29,29,29,29,29,29,29
1,1,1,1,1,1,1
30,30,30,30,30,30,30
20,20,20,20,20,20,20
20,20,20,20,20,20,20
16,16,16,16,16,16,16
20,20,20,20,20,20,20
3,3,3,3,3,3,3
3,3,3,3,3,3,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
22,22,22,22,22,22,22
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
3,3,3,3,3,3,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
31,31,31,31,31,31,31
1,1,1,1,1,1,1
1,1,1,1,1,1,1
14,14,14,14,14,14,14
14,14,14,14,14,14,14
11,11,11,11,11,11,11
11,11,11,11,11,11,11
2,2,2,2,2,2,2
2,2,2,2,2,2,2
2,2,2,2,2,2,2
23,23,23,23,23,23,23
32,32,32,32,32,32,32
23,23,23,23,23,23,23
27,27,27,27,27,27,27
27,27,27,27,27,27,27
19,19,19,19,19,19,19
19,19,19,19,19,19,19
1,1,1,1,1,1,1
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
29,29,29,29,29,29,29
28,28,28,28,28,28,28
33,33,33,33,33,33,33
33,33,33,33,33,33,33
30,30,30,30,30,30,30
30,30,30,30,30,30,30
13,13,13,13,13,13,13
34,34,34,34,34,34,34
1,1,1,1,1,1,1
4,4,4,4,4,4,4
8,8,8,8,8,8,8
8,8,8,8,8,8,8
6,6,6,6,6,6,6
3,3,3,3,3,3,3
35,35,35,35,35,35,35
35,35,35,35,35,35,35
35,35,35,35,35,35,35
20,20,20,20,20,20,20
20,20,20,20,20,20,20
20,20,20,20,20,20,20
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
25,25,25,25,25,25,25
25,25,25,25,25,25,25
22,22,22,22,22,22,22
19,19,19,19,19,19,19
28,28,28,28,28,28,28
12,12,12,12,12,12,12
13,13,13,13,13,13,13
6,6,6,6,6,6,6
1,1,1,1,1,1,1
27,27,27,27,27,27,27
27,27,27,27,27,27,27
19,19,19,19,19,19,19
19,19,19,19,19,19,19
8,8,8,8,8,8,8
32,32,32,32,32,32,32
1,1,1,1,1,1,1
1,1,1,1,1,1,1
14,14,14,14,14,14,14
14,14,14,14,14,14,14
19,19,19,19,19,19,19
19,19,19,19,19,19,19
5,5,5,5,5,5,5
5,5,5,5,5,5,5
1,1,1,1,1,1,1
12,12,12,12,12,12,12
1,1,1,1,1,1,1
8,8,8,8,8,8,8
1,1,1,1,1,1,1
32,32,32,32,32,32,32
1,1,1,1,1,1,1
1,1,1,1,1,1,1
13,13,13,13,13,13,13
1,1,1,1,1,1,1
16,16,16,16,16,16,16
13,13,13,13,13,13,13
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
2,2,2,2,2,2,2
1,1,1,1,1,1,1
1,1,1,1,1,1,1
29,29,29,29,29,29,29
20,20,20,20,20,20,20
20,20,20,20,20,20,20
13,13,13,13,13,13,13
13,13,13,13,13,13,13
2,2,2,2,2,2,2
4,4,4,4,4,4,4
2,2,2,2,2,2,2
12,12,12,12,12,12,12
15,15,15,15,15,15,15
15,15,15,15,15,15,15
16,16,16,16,16,16,16
16,16,16,16,16,16,16
8,8,8,8,8,8,8
8,8,8,8,8,8,8
7,7,7,7,7,7,7
9,9,9,9,9,9,9
9,9,9,9,9,9,9
1,1,1,1,1,1,1
1,1,1,1,1,1,1
19,19,19,19,19,19,19
1,1,1,1,1,1,1
12,12,12,12,12,12,12
1,1,1,1,1,1,1
28,28,28,28,28,28,28
28,28,28,28,28,28,28
5,5,5,5,5,5,5
8,8,8,8,8,8,8
4,4,4,4,4,4,4
36,36,36,36,36,36,36
36,36,36,36,36,36,36
36,36,36,36,36,36,36
19,19,19,19,19,19,19
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
6,6,6,6,6,6,6
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
30,30,30,30,30,30,30
30,30,30,30,30,30,30
1,1,1,1,1,1,1
30,30,30,30,30,30,30
30,30,30,30,30,30,30
30,30,30,30,30,30,30
30,30,30,30,30,30,30
30,30,30,30,30,30,30
31,31,31,31,31,31,31
30,30,30,30,30,30,30
1,1,1,1,1,1,1
23,23,23,23,23,23,23
17,17,17,17,17,17,17
6,6,6,6,6,6,6
5,5,5,5,5,5,5
5,5,5,5,5,5,5
1,1,1,1,1,1,1
5,5,5,5,5,5,5
5,5,5,5,5,5,5
12,12,12,12,12,12,12
12,12,12,12,12,12,12
26,26,26,26,26,26,26
26,26,26,26,26,26,26
16,16,16,16,16,16,16
16,16,16,16,16,16,16
13,13,13,13,13,13,13
13,13,13,13,13,13,13
19,19,19,19,19,19,19
19,19,19,19,19,19,19
22,22,22,22,22,22,22
5,5,5,5,5,5,5
1,1,1,1,1,1,1
1,1,1,1,1,1,1
4,4,4,4,4,4,4
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
25,25,25,25,25,25,25
26,26,26,26,26,26,26
19,19,19,19,19,19,19
32,32,32,32,32,32,32
8,8,8,8,8,8,8
19,19,19,19,19,19,19
34,34,34,34,34,34,34
19,19,19,19,19,19,19
19,19,19,19,19,19,19
37,37,37,37,37,37,37
19,19,19,19,19,19,19
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
13,13,13,13,13,13,13
31,31,31,31,31,31,31
15,15,15,15,15,15,15
31,31,31,31,31,31,31
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
38,38,38,38,38,38,38
38,38,38,38,38,38,38
1,1,1,1,1,1,1
21,21,21,21,21,21,21
21,21,21,21,21,21,21
21,21,21,21,21,21,21
21,21,21,21,21,21,21
3,3,3,3,3,3,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
16,16,16,16,16,16,16
8,8,8,8,8,8,8
1,1,1,1,1,1,1
9,9,9,9,9,9,9
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
13,13,13,13,13,13,13
8,8,8,8,8,8,8
1,1,1,1,1,1,1
4,4,4,4,4,4,4
14,14,14,14,14,14,14
1,1,1,1,1,1,1
1,1,1,1,1,1,1
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
8,8,8,8,8,8,8
1,1,1,1,1,1,1
23,23,23,23,23,23,23
8,8,8,8,8,8,8
16,16,16,16,16,16,16
16,16,16,16,16,16,16
30,30,30,30,30,30,30
30,30,30,30,30,30,30
4,4,4,4,4,4,4
30,30,30,30,30,30,30
1,1,1,1,1,1,1
1,1,1,1,1,1,1
21,21,21,21,21,21,21
19,19,19,19,19,19,19
25,25,25,25,25,25,25
25,25,25,25,25,25,25
25,25,25,25,25,25,25
4,4,4,4,4,4,4
6,6,6,6,6,6,6
6,6,6,6,6,6,6
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
11,11,11,11,11,11,11
1,1,1,1,1,1,1
21,21,21,21,21,21,21
21,21,21,21,21,21,21
21,21,21,21,21,21,21
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
2,2,2,2,2,2,2
1,1,1,21,1,1,1
2,2,2,2,2,2,2
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
3,3,3,3,3,3,3
3,3,3,3,3,3,3
16,16,16,16,16,16,16
16,16,16,16,16,16,16
6,6,6,6,6,6,6
6,6,6,6,6,6,6
34,34,34,34,34,34,34
1,1,1,1,1,1,1
30,30,30,30,30,30,30
34,34,34,34,34,34,34
34,34,34,34,34,34,34
8,8,8,8,8,8,8
22,22,22,22,22,22,22
3,3,3,3,3,3,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
25,25,25,25,25,25,25
2,2,2,2,2,2,2
2,2,2,2,2,2,2
1,1,1,1,1,1,1
1,1,1,1,1,1,1
8,8,8,8,8,8,8
8,8,8,8,8,8,8
8,8,8,8,8,8,8
15,15,15,15,15,15,15
29,29,29,29,29,29,29
8,8,8,8,8,8,8
21,21,21,21,21,21,21
2,2,2,2,2,2,2
13,13,13,13,13,13,13
1,1,1,1,1,1,1
1,1,1,1,1,1,1
9,9,9,9,9,9,9
1,1,1,1,1,1,1
30,30,30,30,30,30,30
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
26,26,26,26,26,26,26
3,3,3,3,3,3,3
3,3,3,3,3,3,3
11,11,11,11,11,11,11
11,11,11,11,11,11,11
11,11,11,11,11,11,11
13,13,13,13,13,13,13
13,13,13,13,13,13,13
20,20,20,20,20,20,20
1,1,1,1,1,1,1
32,32,32,32,32,32,32
32,32,32,32,32,32,32
5,5,5,5,5,5,5
8,8,8,8,8,8,8
22,22,22,22,22,22,22
17,17,17,17,17,17,17
8,8,8,8,8,8,8
1,1,1,1,1,1,1
29,29,29,29,29,29,29
1,1,1,1,1,1,1
9,9,9,9,9,9,9
9,9,9,9,9,9,9
13,13,13,13,13,13,13
1,1,1,1,1,1,1
1,1,1,1,1,1,1
32,32,32,32,32,32,32
32,32,32,32,32,32,32
9,9,9,9,9,9,9
13,13,13,13,13,13,13
13,13,13,13,13,13,13
13,13,13,13,13,13,13
12,12,12,12,12,12,12
10,10,10,10,10,10,10
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
15,15,15,15,15,15,15
15,15,15,15,15,15,15
31,31,31,31,31,31,31
15,15,15,15,15,15,15
39,39,39,39,39,39,39
39,39,39,39,39,39,39
39,39,39,39,39,39,39
19,19,19,19,19,19,19
12,12,12,12,12,12,12
28,28,28,28,28,28,28
28,28,28,28,28,28,28
13,13,13,13,13,13,13
12,12,12,12,12,12,12
19,19,19,19,19,19,19
5,5,5,5,5,5,5
1,1,1,1,1,1,1
8,8,8,8,8,8,8
8,8,8,8,8,8,8
1,1,1,1,1,1,1
26,26,26,26,26,26,26
26,26,26,26,26,26,26
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
11,11,11,11,11,11,11
1,1,1,1,1,1,1
19,19,19,19,19,19,19
22,22,22,22,22,22,22
15,15,15,15,15,15,15
1,1,1,1,1,1,1
4,4,4,4,4,4,4
13,13,13,13,13,13,13
8,8,8,8,8,8,8
31,31,31,31,31,31,31
13,13,13,13,13,13,13
8,8,8,8,8,8,8
27,27,27,27,27,27,27
4,4,4,4,4,4,4
1,1,1,1,1,1,1
1,1,1,1,1,1,1
8,8,8,8,8,8,8
2,2,2,2,2,2,2
12,12,12,12,12,12,12
12,12,12,12,12,12,12
8,8,8,8,8,8,8
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
14,14,14,14,14,14,14
12,12,12,12,12,12,12
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
26,26,26,26,26,26,26
26,26,26,26,26,26,26
17,17,17,17,17,17,17
17,17,17,17,17,17,17
1,1,1,1,1,1,1
1,1,1,1,1,1,1
29,29,29,29,29,29,29
29,29,29,29,29,29,29
29,29,29,29,29,29,29
29,29,29,29,29,29,29
29,29,29,29,29,29,29
1,1,1,1,1,1,1
30,30,30,30,30,30,30
32,32,32,32,32,32,32
22,22,22,22,22,22,22
40,40,40,40,40,40,40
32,32,32,32,32,32,32
22,22,22,22,22,22,22
22,22,22,22,22,22,22
9,9,9,9,9,9,9
9,9,9,9,9,9,9
9,9,9,9,9,9,9
9,9,9,9,9,9,9
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
32,32,32,32,32,32,32
4,4,4,4,4,4,4
32,32,32,32,32,32,32
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
12,12,12,12,12,12,12
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
10,10,10,10,10,10,10
17,17,17,17,17,17,17
1,1,1,1,1,1,1
29,29,29,29,29,29,29
1,1,1,1,1,1,1
1,1,1,1,1,1,1
4,4,4,4,4,4,4
25,25,25,25,25,25,25
25,25,25,25,25,25,25
13,13,13,13,13,13,13
2,2,2,2,2,2,2
12,12,12,12,12,12,12
12,12,12,12,12,12,12
8,8,8,8,8,8,8
1,1,1,1,1,1,1
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
41,41,41,41,41,41,41
2,2,2,2,2,2,2
4,4,4,4,4,4,4
4,4,4,4,4,4,4
19,19,19,19,19,19,19
16,16,16,16,16,16,16
19,19,19,19,19,19,19
19,19,19,19,19,19,19
8,8,8,8,8,8,8
5,5,5,5,5,5,5
37,37,37,37,37,37,37
32,32,32,32,32,32,32
32,32,32,32,32,32,32
34,34,34,34,34,34,34
9,9,9,9,9,9,9
9,9,9,9,9,9,9
1,1,1,1,1,1,1
1,1,1,1,1,1,1
17,17,17,17,17,17,17
1,1,1,1,1,1,1
1,1,1,1,1,1,1
32,32,32,32,32,32,32
13,13,13,13,13,13,13
13,13,13,13,13,13,13
16,16,16,16,16,16,16
16,16,16,16,16,16,16
13,13,13,13,13,13,13
1,1,1,1,1,1,1
1,1,1,1,1,1,1
8,8,8,8,8,8,8
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,1,1,1,1,1,1
2,2,2,2,2,2,2
11,11,11,11,11,11,11
10,10,10,10,10,10,10
10,10,10,10,10,10,10
40,40,40,40,40,40,40
1,1,1,1,1,1,1
10,10,10,10,10,10,10
3,3,3,3,3,3,3
31,31,31,31,31,31,31
19,19,19,19,19,19,19
10,10,10,10,10,10,10
10,10,10,10,10,10,10
42,42,42,42,42,42,42
42,42,42,42,42,42,42
8,8,8,8,8,8,8
8,8,8,8,8,8,8
17,17,17,17,17,17,17
8,8,8,8,8,8,8
8,8,8,8,8,8,8
8,8,8,8,8,8,8
1,1,1,1,1,1,1
8,8,8,8,8,8,8
8,8,8,8,8,8,8
3,3,3,3,3,3,3
8,8,8,8,8,8,8
8,8,8,8,8,8,8
1,1,1,1,1,1,1
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
41,41,41,41,41,41,41
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
1,1,1,1,1,1,1
13,13,13,13,13,13,13
43,43,43,43,43,43,43
43,43,43,43,43,43,43
5,5,5,5,5,5,5
5,5,5,5,5,5,5
5,5,5,5,5,5,5
6,6,6,6,6,6,6
6,6,6,6,6,6,6
32,32,32,32,32,32,32
6,6,6,6,6,6,6
32,32,32,32,32,32,32
32,32,32,32,32,32,32
25,25,25,25,25,25,25
25,25,25,25,25,25,25
25,25,25,25,25,25,25
9,9,9,9,9,9,9
31,31,31,31,31,31,31
31,31,31,31,31,31,31
20,20,20,20,20,20,20
22,22,22,22,22,22,22
31,31,31,31,31,31,31
1,1,1,1,1,1,1
1,1,1,1,1,1,1
5,5,5,5,5,5,5
13,13,13,13,13,13,13
31,31,31,31,31,31,31
17,17,17,17,17,17,17
17,17,17,17,17,17,17
34,34,34,34,34,34,34
34,34,34,34,34,34,34
19,19,19,19,19,19,19
19,19,19,19,19,19,19
1,1,1,1,1,1,1
1,1,1,1,1,1,1
20,20,20,20,20,20,20
20,20,20,20,20,20,20
12,12,12,12,12,12,12
12,12,12,12,12,12,12
21,21,21,21,21,21,21
8,8,8,8,8,8,8
12,12,12,12,12,12,12
12,12,12,12,12,12,12
7,7,7,7,7,7,7
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
5,5,5,5,5,5,5
5,5,5,5,5,5,5
12,12,12,12,12,12,12
13,13,13,13,13,13,13
25,25,25,25,25,25,25
25,25,25,25,25,25,25
1,1,1,1,1,1,1
41,41,41,41,41,41,41
25,25,25,25,25,25,25
25,25,25,25,25,25,25
1,1,1,1,1,1,1
9,9,9,9,9,9,9
1,1,1,1,1,1,1
31,31,31,31,31,31,31
9,9,9,9,9,9,9
9,9,9,9,9,9,9
15,15,15,15,15,15,15
31,31,31,31,31,31,31
29,29,29,29,29,29,29
32,32,32,32,32,32,32
13,13,13,13,13,13,13
30,30,30,30,30,30,30
29,29,29,29,29,29,29
34,34,34,34,34,34,34
29,29,29,29,29,29,29
29,29,29,29,29,29,29
31,31,31,31,31,31,31
20,20,20,20,20,20,20
16,16,16,16,16,16,16
31,31,31,31,31,31,31
25,25,25,25,25,25,25
25,25,25,25,25,25,25
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
32,32,32,32,32,32,32
15,15,15,15,15,15,15
15,15,15,15,15,15,15
1,1,1,1,1,1,1
15,15,15,15,15,15,15
27,27,27,27,27,27,27
41,41,41,41,41,41,41
3,3,3,3,3,3,3
19,19,19,19,19,19,19
1,1,1,1,1,1,1
1,1,1,1,1,1,1
4,4,4,4,4,4,4
8,8,8,8,8,8,8
30,30,30,30,30,30,30
1,1,1,1,1,1,1
25,25,25,25,25,25,25
25,25,25,25,25,25,25
5,5,5,5,5,5,5
1,1,1,1,1,1,1
19,19,19,19,19,19,19
19,19,19,19,19,19,19
1,1,1,1,1,1,1
13,13,13,13,13,13,13
8,8,8,8,8,8,8
31,31,31,31,31,31,31
8,8,8,8,8,8,8
9,9,9,9,9,9,9
8,8,8,8,8,8,8
9,9,9,9,9,9,9
40,40,40,40,40,40,40
40,40,40,40,40,40,40
40,40,40,40,40,40,40
40,40,40,40,40,40,40
13,13,13,13,13,13,13
13,13,13,13,13,13,13
22,22,22,22,22,22,22
22,22,22,22,22,22,22
17,17,17,17,17,17,17
1,1,1,1,1,1,1
25,25,25,25,25,25,25
25,25,25,25,25,25,25
9,9,9,9,9,9,9
9,9,9,9,9,9,9
25,25,25,25,25,25,25
22,22,22,22,22,22,22
22,22,22,22,22,22,22
22,22,22,22,22,22,22
1,1,1,1,1,1,1
1,1,1,1,1,1,1
22,22,22,22,22,22,22
34,34,34,34,34,34,34
9,9,9,9,9,9,9
3,3,3,3,3,3,3
22,22,22,22,22,22,22
19,19,19,19,19,19,19
1,1,1,1,1,1,1
7,7,7,7,7,7,7
16,16,16,16,16,16,16
7,7,7,7,7,7,7
13,13,13,13,13,13,13
13,13,13,13,13,13,13
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
28,28,28,28,28,28,28
28,28,28,28,28,28,28
8,8,8,8,8,8,8
19,19,19,19,19,19,19
23,23,23,23,23,23,23
4,4,4,4,4,4,4
12,12,12,12,12,12,12
5,5,5,5,5,5,5
8,8,8,8,8,8,8
8,8,8,8,8,8,8
27,27,27,27,27,27,27
27,27,27,27,27,27,27
27,27,27,27,27,27,27
41,41,41,41,41,41,41
4,4,4,4,4,4,4
4,4,4,4,4,4,4
16,16,16,16,16,16,16
16,16,16,16,16,16,16
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
13,13,13,13,13,13,13
4,4,4,4,4,4,4
19,19,19,19,19,19,19
19,19,19,19,19,19,19
1,1,1,1,1,1,1
1,1,1,1,1,1,1
28,28,28,28,28,28,28
28,28,28,28,28,28,28
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
12,12,12,12,12,12,12
10,10,10,10,10,10,10
19,19,19,19,19,19,19
29,29,29,29,29,29,29
29,29,29,29,29,29,29
22,22,22,22,22,22,22
22,22,22,22,22,22,22
25,25,25,25,25,25,25
19,19,19,19,19,19,19
19,19,19,19,19,19,19
39,39,39,39,39,39,39
19,19,19,19,19,19,19
19,19,19,19,19,19,19
1,1,1,1,1,1,1
43,43,43,43,43,43,43
1,1,1,1,1,1,1
31,31,31,31,31,31,31
1,1,1,1,1,1,1
3,3,3,3,3,3,3
8,8,8,8,8,8,8
40,40,40,40,40,40,40
19,19,19,19,19,19,19
41,41,41,41,41,41,41
41,41,41,41,41,41,41
41,41,41,41,41,41,41
41,41,41,41,41,41,41
13,13,13,13,13,13,13
13,13,13,13,13,13,13
13,13,13,13,13,13,13
23,23,23,23,23,23,23
1,1,1,1,1,1,1
17,17,17,17,17,17,17
19,19,19,19,19,19,19
10,10,10,10,10,10,10
19,19,19,19,19,19,19
8,8,8,8,8,8,8
19,19,19,19,19,19,19
1,1,1,1,1,1,1
1,1,1,1,1,1,1
12,12,12,12,12,12,12
41,41,41,41,41,41,41
19,19,19,19,19,19,19
6,6,6,6,6,6,6
6,6,6,6,6,6,6
29,29,29,29,29,29,29
29,29,29,29,29,29,29
5,5,5,5,5,5,5
16,16,16,16,16,16,16
16,16,16,16,16,16,16
22,22,22,22,22,22,22
4,4,4,4,4,4,4
22,22,22,22,22,22,22
8,8,8,8,8,8,8
22,22,22,22,22,22,22
8,8,8,8,8,8,8
25,25,25,25,25,25,25
25,25,25,25,25,25,25
30,30,30,30,30,30,30
30,30,30,30,30,30,30
7,7,7,7,7,7,7
7,7,7,7,7,7,7
4,4,4,4,4,4,4
44,44,44,44,44,44,44
44,44,44,44,44,44,44
20,20,20,20,20,20,20
30,30,30,30,30,30,30
30,30,30,30,30,30,30
1,1,1,1,1,1,1
22,22,22,22,22,22,22
22,22,22,22,22,22,22
16,16,16,16,16,16,16
9,9,9,9,9,9,9
32,32,32,32,32,32,32
19,19,19,19,19,19,19
19,19,19,19,19,19,19
22,22,22,22,22,22,22
28,28,28,28,28,28,28
28,28,28,28,28,28,28
29,29,29,29,29,29,29
6,6,6,6,6,6,6
29,29,29,29,29,29,29
5,5,5,5,5,5,5
1,1,1,1,1,1,1
25,25,25,25,25,25,25
1,1,1,1,1,1,1
8,8,8,8,8,8,8
1,1,1,1,1,1,1
2,2,2,2,2,2,2
5,5,5,5,5,5,5
37,37,37,37,37,37,37
4,4,4,4,4,4,4
37,37,37,37,37,37,37
17,17,17,17,17,17,17
19,19,19,19,19,19,19
12,12,12,12,12,12,12
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
13,13,13,13,13,13,13
13,13,13,13,13,13,13
3,3,3,3,3,3,3
3,3,3,3,3,3,3
3,3,3,3,3,3,3
5,5,5,5,5,5,5
30,30,30,30,30,30,30
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
5,5,5,5,5,5,5
1,1,1,1,1,1,1
28,28,28,28,28,28,28
28,28,28,28,28,28,28
9,9,9,9,9,9,9
32,32,32,32,32,32,32
10,10,10,10,10,10,10
8,8,8,8,8,8,8
12,12,12,12,12,12,12
8,8,8,8,8,8,8
13,13,13,13,13,13,13
2,2,2,2,2,2,2
13,13,13,13,13,13,13
5,5,5,5,5,5,5
2,2,2,2,2,2,2
5,5,5,5,5,5,5
13,13,13,13,13,13,13
13,13,13,13,13,13,13
34,34,34,34,34,34,34
3,3,3,3,3,3,3
1,1,1,1,1,1,1
21,21,21,21,21,21,21
4,4,4,4,4,4,4
21,21,21,21,21,21,21
21,21,21,21,21,21,21
4,4,4,4,4,4,4
